SOV_A3,SOVEREIGNTY,ADMIN,RISK_TYPE,RISK_MEDIAN,RISK_MEAN,RISK_STD,RISK_MAX,RISK_MIN
SDS,South Sudan,South Sudan,Reputational Risk,9.0,9.285058681913933,0.46369168636619296,10,7
SDN,Sudan,Sudan,Reputational Risk,10.0,9.944372284148876,0.30779089970231216,10,4
LKA,Sri Lanka,Sri Lanka,Reputational Risk,8.0,8.173835762531105,0.9171111679955942,9,6
ESP,Spain,Spain,Reputational Risk,7.0,6.643604778605875,1.4399739481586722,10,4
KOR,South Korea,South Korea,Reputational Risk,6.0,6.811185468451243,0.9551156067188996,9,6
ZAF,South Africa,South Africa,Reputational Risk,8.0,8.298236460398623,0.5155485754758576,10,7
SOM,Somalia,Somalia,Reputational Risk,9.0,8.979641734444389,0.2522978404031785,10,4
SOL,Somaliland,Somaliland,Reputational Risk,9.0,8.97349629222741,0.2036082048226918,10,7
SLB,Solomon Islands,Solomon Islands,Reputational Risk,8.0,8.092475067996373,0.9514828542851006,9,4
SVK,Slovakia,Slovakia,Reputational Risk,5.0,4.791693565741339,0.6865487035648712,7,3
SVN,Slovenia,Slovenia,Reputational Risk,5.0,5.293083900226757,0.7124880647378302,9,4
SGP,Singapore,Singapore,Reputational Risk,6.0,5.909090909090909,0.28747978728803447,6,5
SLE,Sierra Leone,Sierra Leone,Reputational Risk,9.0,8.943579766536965,0.3291811162883246,10,8
SYC,Seychelles,Seychelles,Reputational Risk,10.0,10.0,0.0,10,10
SRB,Republic of Serbia,Republic of Serbia,Reputational Risk,6.0,5.656704617330803,0.815693025198545,8,3
